settlement_code,settlement,year,rows
591,עשרת,2023,9
591,עשרת,2024,14
591,עשרת,2025,9
592,בני דרום,2001,10
592,בני דרום,2002,15
592,בני דרום,2003,5
592,בני דרום,2004,6
592,בני דרום,2005,3
592,בני דרום,2006,2
592,בני דרום,2007,3
592,בני דרום,2008,8
592,בני דרום,2009,23
592,בני דרום,2010,9
592,בני דרום,2013,36
592,בני דרום,2014,2
592,בני דרום,2015,35
592,בני דרום,2016,11
592,בני דרום,2017,7
592,בני דרום,2018,5
592,בני דרום,2019,11
592,בני דרום,2020,10
592,בני דרום,2021,4
592,בני דרום,2022,1
592,בני דרום,2023,1
592,בני דרום,2024,3
592,בני דרום,2025,1
593,ערוגות,1998,12
593,ערוגות,1999,11
593,ערוגות,2000,14
593,ערוגות,2001,5
593,ערוגות,2002,7
593,ערוגות,2003,5
593,ערוגות,2004,11
593,ערוגות,2005,7
593,ערוגות,2006,11
593,ערוגות,2007,5
593,ערוגות,2008,15
593,ערוגות,2009,6
593,ערוגות,2010,8
593,ערוגות,2011,13
593,ערוגות,2012,10
593,ערוגות,2013,13
593,ערוגות,2014,1
593,ערוגות,2015,5
593,ערוגות,2016,5
593,ערוגות,2017,12
593,ערוגות,2018,3
593,ערוגות,2019,3
593,ערוגות,2020,1
593,ערוגות,2021,2
593,ערוגות,2022,3
593,ערוגות,2023,4
593,ערוגות,2024,17
593,ערוגות,2025,7
593,ערוגות,2026,1
594,צפריה,1998,1
594,צפריה,1999,2
594,צפריה,2001,2
594,צפריה,2002,3
594,צפריה,2003,1
594,צפריה,2006,10
594,צפריה,2007,38
594,צפריה,2008,4
594,צפריה,2009,1
594,צפריה,2010,3
594,צפריה,2011,7
594,צפריה,2012,7
594,צפריה,2013,4
594,צפריה,2014,7
594,צפריה,2015,6
594,צפריה,2016,8
594,צפריה,2017,8
594,צפריה,2018,20
594,צפריה,2019,12
594,צפריה,2020,2
594,צפריה,2021,12
594,צפריה,2022,6
594,צפריה,2023,5
594,צפריה,2024,9
594,צפריה,2025,1
594,צפריה,2026,2
595,לוחמי הגיטאות,1998,1
595,לוחמי הגיטאות,2000,2
595,לוחמי הגיטאות,2004,2
595,לוחמי הגיטאות,2005,1
595,לוחמי הגיטאות,2006,1
595,לוחמי הגיטאות,2007,2
595,לוחמי הגיטאות,2010,2
595,לוחמי הגיטאות,2011,1
595,לוחמי הגיטאות,2013,64
595,לוחמי הגיטאות,2014,22
595,לוחמי הגיטאות,2015,2
595,לוחמי הגיטאות,2016,2
595,לוחמי הגיטאות,2017,25
595,לוחמי הגיטאות,2018,5
595,לוחמי הגיטאות,2019,3
595,לוחמי הגיטאות,2020,35
595,לוחמי הגיטאות,2021,12
595,לוחמי הגיטאות,2022,10
595,לוחמי הגיטאות,2023,8
595,לוחמי הגיטאות,2024,11
595,לוחמי הגיטאות,2025,13
595,לוחמי הגיטאות,2026,6
596,מלכיה,2002,10
596,מלכיה,2007,1
596,מלכיה,2008,1
596,מלכיה,2010,1
596,מלכיה,2011,4
596,מלכיה,2012,2
596,מלכיה,2013,1
596,מלכיה,2015,1
596,מלכיה,2016,58
596,מלכיה,2017,6
596,מלכיה,2018,19
596,מלכיה,2019,1
596,מלכיה,2020,11
596,מלכיה,2021,14
596,מלכיה,2022,24
596,מלכיה,2023,6
596,מלכיה,2025,5
597,פלמחים,2002,1
597,פלמחים,2005,2
597,פלמחים,2006,1
597,פלמחים,2007,3
597,פלמחים,2008,1
597,פלמחים,2011,1
597,פלמחים,2012,192
597,פלמחים,2013,6
597,פלמחים,2014,1
597,פלמחים,2017,1
597,פלמחים,2019,2
597,פלמחים,2021,1
597,פלמחים,2023,1
597,פלמחים,2024,1
597,פלמחים,2025,1
598,בית קמה,2005,3
598,בית קמה,2006,1
598,בית קמה,2007,5
598,בית קמה,2009,2
598,בית קמה,2010,2
598,בית קמה,2011,1
598,בית קמה,2012,1
598,בית קמה,2013,2
598,בית קמה,2014,2
598,בית קמה,2015,1
598,בית קמה,2016,3
598,בית קמה,2018,1
598,בית קמה,2019,3
598,בית קמה,2020,2
598,בית קמה,2021,55
598,בית קמה,2022,6
598,בית קמה,2023,2
598,בית קמה,2024,8
598,בית קמה,2025,3
598,בית קמה,2026,10
599,פרוד,2004,1
599,פרוד,2007,1
599,פרוד,2010,18
599,פרוד,2011,11
599,פרוד,2012,98
599,פרוד,2013,11
599,פרוד,2014,24
599,פרוד,2015,20
599,פרוד,2016,3
599,פרוד,2017,9
599,פרוד,2018,6
599,פרוד,2019,5
599,פרוד,2020,10
599,פרוד,2021,6
599,פרוד,2022,2
599,פרוד,2023,9
599,פרוד,2024,7
599,פרוד,2025,4
6000,באקה אל-גרביה,1998,42
6000,באקה אל-גרביה,1999,48
6000,באקה אל-גרביה,2000,31
6000,באקה אל-גרביה,2001,46
6000,באקה אל-גרביה,2002,43
6000,באקה אל-גרביה,2003,59
6000,באקה אל-גרביה,2004,60
6000,באקה אל-גרביה,2005,63
6000,באקה אל-גרביה,2006,75
6000,באקה אל-גרביה,2007,72
6000,באקה אל-גרביה,2008,59
6000,באקה אל-גרביה,2009,109
6000,באקה אל-גרביה,2010,100
6000,באקה אל-גרביה,2011,100
6000,באקה אל-גרביה,2012,95
6000,באקה אל-גרביה,2013,102
6000,באקה אל-גרביה,2014,107
6000,באקה אל-גרביה,2015,82
6000,באקה אל-גרביה,2016,107
6000,באקה אל-גרביה,2017,120
6000,באקה אל-גרביה,2018,82
6000,באקה אל-גרביה,2019,82
6000,באקה אל-גרביה,2020,69
6000,באקה אל-גרביה,2021,116
6000,באקה אל-גרביה,2022,121
6000,באקה אל-גרביה,2023,130
6000,באקה אל-גרביה,2024,109
6000,באקה אל-גרביה,2025,128
6000,באקה אל-גרביה,2026,39
602,נירים,2015,1
602,נירים,2019,1
602,נירים,2020,95
602,נירים,2021,9
602,נירים,2022,7
602,נירים,2023,6
602,נירים,2025,5
602,נירים,2026,4
603,אלקוש,1998,1
603,אלקוש,2001,1
603,אלקוש,2004,1
603,אלקוש,2005,1
603,אלקוש,2007,3
603,אלקוש,2013,4
603,אלקוש,2020,2
603,אלקוש,2024,2
604,בית עריף,2000,1
604,בית עריף,2001,14
604,בית עריף,2002,6
604,בית עריף,2003,5
604,בית עריף,2004,10
604,בית עריף,2005,3
604,בית עריף,2006,5
604,בית עריף,2007,12
604,בית עריף,2008,13
604,בית עריף,2009,2
604,בית עריף,2010,8
604,בית עריף,2011,3
604,בית עריף,2012,3
604,בית עריף,2013,2
604,בית עריף,2015,9
604,בית עריף,2016,2
604,בית עריף,2018,8
604,בית עריף,2019,2
604,בית עריף,2020,3
604,בית עריף,2021,6
604,בית עריף,2024,5
604,בית עריף,2025,7
605,כפר שמאי,2002,1
605,כפר שמאי,2003,4
605,כפר שמאי,2004,2
605,כפר שמאי,2006,9
605,כפר שמאי,2007,13
605,כפר שמאי,2008,15
605,כפר שמאי,2009,10
605,כפר שמאי,2010,14
605,כפר שמאי,2011,14
605,כפר שמאי,2012,6
605,כפר שמאי,2013,1
605,כפר שמאי,2014,2
605,כפר שמאי,2015,3
605,כפר שמאי,2016,2
605,כפר שמאי,2017,4
605,כפר שמאי,2018,4
605,כפר שמאי,2019,1
605,כפר שמאי,2020,6
605,כפר שמאי,2021,3
605,כפר שמאי,2022,7
605,כפר שמאי,2023,1
605,כפר שמאי,2024,5
605,כפר שמאי,2025,1
606,מזור,1999,3
606,מזור,2000,2
606,מזור,2001,1
606,מזור,2002,3
606,מזור,2003,2
606,מזור,2004,3
606,מזור,2005,3
606,מזור,2006,6
606,מזור,2007,11
606,מזור,2008,7
606,מזור,2009,4
606,מזור,2010,8
606,מזור,2011,6
606,מזור,2012,5
606,מזור,2013,7
606,מזור,2014,3
606,מזור,2015,8
606,מזור,2016,9
606,מזור,2017,14
606,מזור,2018,2
606,מזור,2019,4
606,מזור,2020,5
606,מזור,2021,5
606,מזור,2023,5
606,מזור,2025,15
606,מזור,2026,7
607,מירון,1998,5
607,מירון,1999,5
607,מירון,2001,7
607,מירון,2002,2
607,מירון,2003,6
607,מירון,2004,4
607,מירון,2005,9
607,מירון,2006,11
607,מירון,2007,4
607,מירון,2008,20
607,מירון,2009,11
607,מירון,2010,5
607,מירון,2011,9
607,מירון,2012,4
607,מירון,2013,14
607,מירון,2014,20
607,מירון,2015,24
607,מירון,2016,10
607,מירון,2017,4
607,מירון,2018,13
607,מירון,2019,9
607,מירון,2020,17
607,מירון,2021,19
607,מירון,2022,14
607,מירון,2023,22
607,מירון,2024,8
607,מירון,2025,8
607,מירון,2026,1
609,כפר חושן,1998,1
609,כפר חושן,2001,4
609,כפר חושן,2003,1
609,כפר חושן,2009,2
609,כפר חושן,2010,7
609,כפר חושן,2011,2
609,כפר חושן,2012,1
609,כפר חושן,2013,3
609,כפר חושן,2014,2
609,כפר חושן,2018,4
609,כפר חושן,2019,2
609,כפר חושן,2020,1
609,כפר חושן,2021,5
609,כפר חושן,2022,10
609,כפר חושן,2023,8
609,כפר חושן,2024,1
609,כפר חושן,2025,2
609,כפר חושן,2026,1
610,סתריה,2000,1
610,סתריה,2001,3
610,סתריה,2002,2
610,סתריה,2005,1
610,סתריה,2006,1
610,סתריה,2007,4
610,סתריה,2008,3
610,סתריה,2010,3
610,סתריה,2011,5
610,סתריה,2012,8
610,סתריה,2013,3
610,סתריה,2014,2
610,סתריה,2015,6
610,סתריה,2016,4
610,סתריה,2017,6
610,סתריה,2018,12
610,סתריה,2019,6
610,סתריה,2020,9
610,סתריה,2021,7
610,סתריה,2022,9
610,סתריה,2023,9
610,סתריה,2024,5
610,סתריה,2025,6
6100,בני ברק,1998,1057
6100,בני ברק,1999,1329
6100,בני ברק,2000,1169
6100,בני ברק,2001,1388
6100,בני ברק,2002,1655
6100,בני ברק,2003,1676
6100,בני ברק,2004,1589
6100,בני ברק,2005,2043
6100,בני ברק,2006,2105
6100,בני ברק,2007,2032
6100,בני ברק,2008,1811
6100,בני ברק,2009,1704
6100,בני ברק,2010,1805
6100,בני ברק,2011,1525
6100,בני ברק,2012,1703
6100,בני ברק,2013,2009
6100,בני ברק,2014,1808
6100,בני ברק,2015,1936
6100,בני ברק,2016,1922
6100,בני ברק,2017,1597
6100,בני ברק,2018,1812
6100,בני ברק,2019,1755
6100,בני ברק,2020,1631
6100,בני ברק,2021,3198
6100,בני ברק,2022,2273
6100,בני ברק,2023,1834
6100,בני ברק,2024,2274
6100,בני ברק,2025,1722
6100,בני ברק,2026,614
612,צרופה,1998,11
612,צרופה,1999,5
612,צרופה,2000,4
612,צרופה,2001,2
612,צרופה,2002,3
612,צרופה,2003,3
612,צרופה,2004,2
612,צרופה,2005,1
612,צרופה,2007,8
612,צרופה,2008,8
612,צרופה,2009,4
612,צרופה,2010,5
612,צרופה,2011,4
612,צרופה,2012,4
612,צרופה,2013,4
612,צרופה,2014,1
612,צרופה,2015,5
612,צרופה,2016,2
612,צרופה,2017,5
612,צרופה,2018,3
612,צרופה,2019,1
612,צרופה,2020,5
612,צרופה,2021,6
612,צרופה,2023,3
612,צרופה,2024,2
612,צרופה,2025,1
612,צרופה,2026,4
613,ציפורי,1998,8
613,ציפורי,1999,5
613,ציפורי,2000,19
613,ציפורי,2001,68
613,ציפורי,2002,10
613,ציפורי,2003,24
613,ציפורי,2004,40
613,ציפורי,2005,10
613,ציפורי,2006,9
613,ציפורי,2007,8
613,ציפורי,2008,4
613,ציפורי,2009,8
613,ציפורי,2010,4
613,ציפורי,2011,4
613,ציפורי,2012,5
613,ציפורי,2013,10
613,ציפורי,2014,10
613,ציפורי,2015,28
613,ציפורי,2016,18
613,ציפורי,2017,28
613,ציפורי,2018,11
613,ציפורי,2019,14
613,ציפורי,2020,18
613,ציפורי,2021,5
613,ציפורי,2022,13
613,ציפורי,2023,12
613,ציפורי,2024,7
613,ציפורי,2025,9
613,ציפורי,2026,1
614,שומרה,2000,1
614,שומרה,2008,8
614,שומרה,2009,3
614,שומרה,2010,5
614,שומרה,2011,2
614,שומרה,2012,1
614,שומרה,2015,1
614,שומרה,2016,1
614,שומרה,2017,2
614,שומרה,2018,1
614,שומרה,2019,3
614,שומרה,2020,2
614,שומרה,2021,5
614,שומרה,2022,5
614,שומרה,2023,1
614,שומרה,2024,5
614,שומרה,2025,1
614,שומרה,2026,1
615,קדרון,1998,1
615,קדרון,1999,1
615,קדרון,2000,4
615,קדרון,2001,17
615,קדרון,2002,14
615,קדרון,2003,14
615,קדרון,2004,4
615,קדרון,2005,10
615,קדרון,2006,26
615,קדרון,2007,16
615,קדרון,2008,10
615,קדרון,2009,9
615,קדרון,2010,4
615,קדרון,2012,2
615,קדרון,2013,5
615,קדרון,2014,6
615,קדרון,2015,7
615,קדרון,2016,9
615,קדרון,2017,7
615,קדרון,2018,4
615,קדרון,2019,8
615,קדרון,2020,4
615,קדרון,2021,15
615,קדרון,2022,3
615,קדרון,2023,4
615,קדרון,2024,9
615,קדרון,2025,2
615,קדרון,2026,2
616,רינתיה,1998,2
616,רינתיה,2007,1
616,רינתיה,2009,2
616,רינתיה,2010,2
616,רינתיה,2011,1
616,רינתיה,2012,2
616,רינתיה,2013,2
616,רינתיה,2014,2
616,רינתיה,2015,5
616,רינתיה,2016,2
616,רינתיה,2017,2
616,רינתיה,2018,2
616,רינתיה,2019,1
616,רינתיה,2020,2
616,רינתיה,2021,7
616,רינתיה,2022,4
616,רינתיה,2023,2
616,רינתיה,2025,2
617,ברקאי,1998,2
617,ברקאי,1999,1
617,ברקאי,2000,1
617,ברקאי,2001,2
617,ברקאי,2003,1
617,ברקאי,2004,1
617,ברקאי,2006,1
617,ברקאי,2008,2
617,ברקאי,2010,1
617,ברקאי,2011,2
617,ברקאי,2012,1
617,ברקאי,2014,4
617,ברקאי,2015,2
617,ברקאי,2016,1
617,ברקאי,2017,1
617,ברקאי,2019,1
617,ברקאי,2021,1
617,ברקאי,2022,99
617,ברקאי,2023,28
617,ברקאי,2024,19
617,ברקאי,2025,110
617,ברקאי,2026,43
618,חדיד,2000,1
618,חדיד,2006,28
618,חדיד,2008,11
618,חדיד,2009,7
618,חדיד,2010,13
618,חדיד,2011,1
618,חדיד,2012,2
618,חדיד,2013,5
618,חדיד,2015,4
618,חדיד,2016,3
618,חדיד,2017,6
618,חדיד,2018,2
618,חדיד,2020,2
618,חדיד,2021,2
618,חדיד,2022,3
618,חדיד,2023,3
618,חדיד,2024,6
619,בית גוברין,2009,4
619,בית גוברין,2010,1
619,בית גוברין,2011,19
619,בית גוברין,2012,4
619,בית גוברין,2015,54
619,בית גוברין,2017,4
619,בית גוברין,2019,1
619,בית גוברין,2020,2
619,בית גוברין,2021,23
619,בית גוברין,2022,4
619,בית גוברין,2023,4
619,בית גוברין,2025,17
62,דגניה א',1998,1
62,דגניה א',2012,2
62,דגניה א',2013,1
62,דגניה א',2018,196
62,דגניה א',2019,3
62,דגניה א',2020,31
62,דגניה א',2021,1
62,דגניה א',2022,162
62,דגניה א',2023,13
62,דגניה א',2024,12
62,דגניה א',2025,10
62,דגניה א',2026,2
620,משואות יצחק,2006,1
620,משואות יצחק,2010,2
620,משואות יצחק,2011,1
620,משואות יצחק,2012,1
620,משואות יצחק,2013,1
620,משואות יצחק,2015,1
6200,בת ים,1998,1937
6200,בת ים,1999,1977
6200,בת ים,2000,1953
6200,בת ים,2001,1717
6200,בת ים,2002,1766
6200,בת ים,2003,1652
6200,בת ים,2004,1724
6200,בת ים,2005,1951
6200,בת ים,2006,2439
6200,בת ים,2007,2666
6200,בת ים,2008,2182
6200,בת ים,2009,2147
6200,בת ים,2010,2110
6200,בת ים,2011,1659
6200,בת ים,2012,2043
6200,בת ים,2013,2146
6200,בת ים,2014,1967
6200,בת ים,2015,2548
6200,בת ים,2016,2295
6200,בת ים,2017,2157
6200,בת ים,2018,2420
6200,בת ים,2019,2250
6200,בת ים,2020,2518
6200,בת ים,2021,4514
6200,בת ים,2022,3177
6200,בת ים,2023,1897
6200,בת ים,2024,2729
6200,בת ים,2025,2303
6200,בת ים,2026,559
622,עין צורים,2007,1
622,עין צורים,2009,6
622,עין צורים,2010,3
622,עין צורים,2012,17
622,עין צורים,2013,4
622,עין צורים,2014,2
622,עין צורים,2018,2
622,עין צורים,2019,15
622,עין צורים,2020,3
622,עין צורים,2022,13
622,עין צורים,2023,108
622,עין צורים,2024,25
622,עין צורים,2025,1
622,עין צורים,2026,7
623,יראון,2025,44
623,יראון,2026,13
627,ג'לג'וליה,1998,34
627,ג'לג'וליה,1999,8
627,ג'לג'וליה,2000,11
627,ג'לג'וליה,2001,15
627,ג'לג'וליה,2002,17
627,ג'לג'וליה,2003,12
627,ג'לג'וליה,2004,10
627,ג'לג'וליה,2005,8
627,ג'לג'וליה,2006,16
627,ג'לג'וליה,2007,12
627,ג'לג'וליה,2008,13
627,ג'לג'וליה,2009,13
627,ג'לג'וליה,2010,15
627,ג'לג'וליה,2011,9
627,ג'לג'וליה,2012,8
627,ג'לג'וליה,2013,9
627,ג'לג'וליה,2014,8
627,ג'לג'וליה,2015,11
627,ג'לג'וליה,2016,12
627,ג'לג'וליה,2017,11
627,ג'לג'וליה,2018,79
627,ג'לג'וליה,2019,88
627,ג'לג'וליה,2020,32
627,ג'לג'וליה,2021,31
627,ג'לג'וליה,2022,27
627,ג'לג'וליה,2023,22
627,ג'לג'וליה,2024,8
627,ג'לג'וליה,2025,2
628,ג'ת,1998,32
628,ג'ת,1999,60
628,ג'ת,2000,24
628,ג'ת,2001,32
628,ג'ת,2002,33
628,ג'ת,2003,54
628,ג'ת,2004,47
628,ג'ת,2005,32
628,ג'ת,2006,43
628,ג'ת,2007,52
628,ג'ת,2008,29
628,ג'ת,2009,53
628,ג'ת,2010,42
628,ג'ת,2011,45
628,ג'ת,2012,68
628,ג'ת,2013,69
628,ג'ת,2014,48
628,ג'ת,2015,78
628,ג'ת,2016,101
628,ג'ת,2017,69
628,ג'ת,2018,111
628,ג'ת,2019,54
628,ג'ת,2020,56
628,ג'ת,2021,68
628,ג'ת,2022,68
628,ג'ת,2023,99
628,ג'ת,2024,116
628,ג'ת,2025,118
628,ג'ת,2026,20
63,כנרת )מושבה(,1998,42
63,כנרת )מושבה(,1999,59
63,כנרת )מושבה(,2000,11
63,כנרת )מושבה(,2001,15
63,כנרת )מושבה(,2002,7
63,כנרת )מושבה(,2003,9
63,כנרת )מושבה(,2004,8
63,כנרת )מושבה(,2005,9
63,כנרת )מושבה(,2006,17
63,כנרת )מושבה(,2007,14
63,כנרת )מושבה(,2008,27
63,כנרת )מושבה(,2009,41
63,כנרת )מושבה(,2010,25
63,כנרת )מושבה(,2011,24
63,כנרת )מושבה(,2012,24
63,כנרת )מושבה(,2013,14
63,כנרת )מושבה(,2014,22
63,כנרת )מושבה(,2015,28
63,כנרת )מושבה(,2016,28
63,כנרת )מושבה(,2017,29
63,כנרת )מושבה(,2018,20
63,כנרת )מושבה(,2019,11
63,כנרת )מושבה(,2020,19
63,כנרת )מושבה(,2021,25
63,כנרת )מושבה(,2022,13
63,כנרת )מושבה(,2023,7
63,כנרת )מושבה(,2024,15
63,כנרת )מושבה(,2025,16
63,כנרת )מושבה(,2026,8
6300,גבעתיים,1998,796
6300,גבעתיים,1999,954
6300,גבעתיים,2000,727
6300,גבעתיים,2001,733
6300,גבעתיים,2002,935
6300,גבעתיים,2003,879
6300,גבעתיים,2004,975
6300,גבעתיים,2005,889
6300,גבעתיים,2006,1071
6300,גבעתיים,2007,1173
6300,גבעתיים,2008,882
6300,גבעתיים,2009,1142
6300,גבעתיים,2010,948
6300,גבעתיים,2011,774
6300,גבעתיים,2012,1068
6300,גבעתיים,2013,1314
6300,גבעתיים,2014,1038
6300,גבעתיים,2015,1222
6300,גבעתיים,2016,972
6300,גבעתיים,2017,829
6300,גבעתיים,2018,1088
6300,גבעתיים,2019,1022
6300,גבעתיים,2020,892
6300,גבעתיים,2021,1346
6300,גבעתיים,2022,1118
6300,גבעתיים,2023,677
6300,גבעתיים,2024,1114
6300,גבעתיים,2025,771
6300,גבעתיים,2026,257
633,כפר ברא,1998,7
633,כפר ברא,1999,32
633,כפר ברא,2000,2
633,כפר ברא,2001,3
633,כפר ברא,2002,6
633,כפר ברא,2003,4
633,כפר ברא,2004,2
633,כפר ברא,2005,5
633,כפר ברא,2006,6
633,כפר ברא,2007,8
633,כפר ברא,2008,4
633,כפר ברא,2009,20
633,כפר ברא,2010,11
633,כפר ברא,2011,18
633,כפר ברא,2012,85
633,כפר ברא,2013,29
633,כפר ברא,2014,36
633,כפר ברא,2015,46
633,כפר ברא,2016,45
633,כפר ברא,2017,34
633,כפר ברא,2018,55
633,כפר ברא,2019,30
633,כפר ברא,2020,43
633,כפר ברא,2021,36
633,כפר ברא,2022,44
633,כפר ברא,2023,91
633,כפר ברא,2024,112
633,כפר ברא,2025,65
633,כפר ברא,2026,18
634,כפר קאסם,1998,33
634,כפר קאסם,1999,26
634,כפר קאסם,2000,30
634,כפר קאסם,2001,30
634,כפר קאסם,2002,29
634,כפר קאסם,2003,33
634,כפר קאסם,2004,48
634,כפר קאסם,2005,35
634,כפר קאסם,2006,51
634,כפר קאסם,2007,101
634,כפר קאסם,2008,55
634,כפר קאסם,2009,61
634,כפר קאסם,2010,74
634,כפר קאסם,2011,65
634,כפר קאסם,2012,77
634,כפר קאסם,2013,108
634,כפר קאסם,2014,139
634,כפר קאסם,2015,116
634,כפר קאסם,2016,123
634,כפר קאסם,2017,156
634,כפר קאסם,2018,115
634,כפר קאסם,2019,93
634,כפר קאסם,2020,65
634,כפר קאסם,2021,57
634,כפר קאסם,2022,81
634,כפר קאסם,2023,76
634,כפר קאסם,2024,67
634,כפר קאסם,2025,68
634,כפר קאסם,2026,2
635,מוקייבלה,1998,11
635,מוקייבלה,1999,7
635,מוקייבלה,2000,8
635,מוקייבלה,2001,6
635,מוקייבלה,2002,4
635,מוקייבלה,2003,6
635,מוקייבלה,2004,8
635,מוקייבלה,2005,3
635,מוקייבלה,2006,4
635,מוקייבלה,2007,43
635,מוקייבלה,2008,48
635,מוקייבלה,2009,13
635,מוקייבלה,2010,11
635,מוקייבלה,2011,9
635,מוקייבלה,2012,15
635,מוקייבלה,2013,22
635,מוקייבלה,2014,14
635,מוקייבלה,2015,7
635,מוקייבלה,2016,16
635,מוקייבלה,2017,29
635,מוקייבלה,2018,1
635,מוקייבלה,2019,35
635,מוקייבלה,2020,13
635,מוקייבלה,2021,9
635,מוקייבלה,2022,9
635,מוקייבלה,2023,9
635,מוקייבלה,2024,10
635,מוקייבלה,2025,10
635,מוקייבלה,2026,5
636,צנדלה,1998,1
636,צנדלה,1999,1
636,צנדלה,2000,3
636,צנדלה,2001,1
636,צנדלה,2003,3
636,צנדלה,2004,1
636,צנדלה,2005,1
636,צנדלה,2007,1
636,צנדלה,2008,6
636,צנדלה,2011,1
636,צנדלה,2012,2
636,צנדלה,2014,3
636,צנדלה,2015,1
636,צנדלה,2018,4
636,צנדלה,2019,7
636,צנדלה,2020,35
636,צנדלה,2021,12
636,צנדלה,2022,5
636,צנדלה,2023,13
636,צנדלה,2024,1
636,צנדלה,2025,2
636,צנדלה,2026,2
637,ערערה,1998,36
637,ערערה,1999,36
637,ערערה,2000,35
637,ערערה,2001,25
637,ערערה,2002,36
637,ערערה,2003,20
637,ערערה,2004,31
637,ערערה,2005,28
637,ערערה,2006,36
637,ערערה,2007,44
637,ערערה,2008,48
637,ערערה,2009,59
637,ערערה,2010,41
637,ערערה,2011,74
637,ערערה,2012,56
637,ערערה,2013,61
637,ערערה,2014,80
637,ערערה,2015,58
637,ערערה,2016,68
637,ערערה,2017,76
637,ערערה,2018,68
637,ערערה,2019,49
637,ערערה,2020,70
637,ערערה,2021,61
637,ערערה,2022,68
637,ערערה,2023,84
637,ערערה,2024,95
637,ערערה,2025,111
637,ערערה,2026,44
638,קלנסווה,1998,30
638,קלנסווה,1999,47
638,קלנסווה,2000,37
638,קלנסווה,2001,27
638,קלנסווה,2002,33
638,קלנסווה,2003,21
638,קלנסווה,2004,32
638,קלנסווה,2005,61
638,קלנסווה,2006,37
638,קלנסווה,2007,27
638,קלנסווה,2008,47
638,קלנסווה,2009,49
638,קלנסווה,2010,96
638,קלנסווה,2011,160
638,קלנסווה,2012,240
638,קלנסווה,2013,184
638,קלנסווה,2014,158
638,קלנסווה,2015,108
638,קלנסווה,2016,114
638,קלנסווה,2017,115
638,קלנסווה,2018,86
638,קלנסווה,2019,102
638,קלנסווה,2020,91
638,קלנסווה,2021,112
638,קלנסווה,2022,63
638,קלנסווה,2023,49
638,קלנסווה,2024,74
638,קלנסווה,2025,80
638,קלנסווה,2026,25
64,"יד רמב""ם",1998,1
64,"יד רמב""ם",1999,1
64,"יד רמב""ם",2000,17
64,"יד רמב""ם",2001,6
64,"יד רמב""ם",2002,9
64,"יד רמב""ם",2003,4
64,"יד רמב""ם",2004,6
64,"יד רמב""ם",2005,8
64,"יד רמב""ם",2006,20
64,"יד רמב""ם",2007,3
64,"יד רמב""ם",2008,2
64,"יד רמב""ם",2009,8
64,"יד רמב""ם",2010,1
64,"יד רמב""ם",2011,3
64,"יד רמב""ם",2012,3
64,"יד רמב""ם",2013,6
64,"יד רמב""ם",2014,1
64,"יד רמב""ם",2015,2
64,"יד רמב""ם",2016,4
64,"יד רמב""ם",2017,1
64,"יד רמב""ם",2018,4
64,"יד רמב""ם",2019,9
64,"יד רמב""ם",2020,4
64,"יד רמב""ם",2021,15
64,"יד רמב""ם",2022,13
64,"יד רמב""ם",2023,7
64,"יד רמב""ם",2024,17
64,"יד רמב""ם",2025,12
64,"יד רמב""ם",2026,2
6400,הרצלייה,1998,1326
6400,הרצלייה,1999,1401
6400,הרצלייה,2000,1148
6400,הרצלייה,2001,1178
6400,הרצלייה,2002,1268
6400,הרצלייה,2003,1375
6400,הרצלייה,2004,1669
6400,הרצלייה,2005,1735
6400,הרצלייה,2006,1879
6400,הרצלייה,2007,2012
6400,הרצלייה,2008,1397
6400,הרצלייה,2009,1738
6400,הרצלייה,2010,1736
6400,הרצלייה,2011,1343
6400,הרצלייה,2012,1498
6400,הרצלייה,2013,1758
6400,הרצלייה,2014,1804
6400,הרצלייה,2015,2363
6400,הרצלייה,2016,1951
6400,הרצלייה,2017,1942
6400,הרצלייה,2018,2390
6400,הרצלייה,2019,2429
6400,הרצלייה,2020,2076
6400,הרצלייה,2021,3167
6400,הרצלייה,2022,1993
6400,הרצלייה,2023,1248
6400,הרצלייה,2024,2205
6400,הרצלייה,2025,2198
6400,הרצלייה,2026,514
648,מצר,1999,1
648,מצר,2001,1
648,מצר,2002,1
648,מצר,2004,2
648,מצר,2009,3
648,מצר,2011,1
648,מצר,2012,2
648,מצר,2013,1
648,מצר,2015,2
648,מצר,2016,6
648,מצר,2017,2
648,מצר,2020,1
648,מצר,2021,136
648,מצר,2022,13
648,מצר,2023,4
648,מצר,2024,4
648,מצר,2025,1
649,מייסר,1998,7
649,מייסר,1999,7
649,מייסר,2000,9
649,מייסר,2001,4
649,מייסר,2002,3
649,מייסר,2003,2
649,מייסר,2004,2
649,מייסר,2005,5
649,מייסר,2006,3
649,מייסר,2008,8
649,מייסר,2009,6
649,מייסר,2010,2
649,מייסר,2011,8
649,מייסר,2013,4
649,מייסר,2014,4
649,מייסר,2015,6
649,מייסר,2016,9
649,מייסר,2017,1
649,מייסר,2018,4
649,מייסר,2019,1
649,מייסר,2020,19
649,מייסר,2021,6
649,מייסר,2022,9
649,מייסר,2023,10
649,מייסר,2024,12
649,מייסר,2025,13
649,מייסר,2026,4
65,מגדל,1998,59
65,מגדל,1999,52
65,מגדל,2000,34
65,מגדל,2001,41
65,מגדל,2002,34
65,מגדל,2003,32
65,מגדל,2004,38
65,מגדל,2005,101
65,מגדל,2006,32
